#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
2254	FGF9;NM_002010.3	13	+	22246041	22275584	22246041	22275584	3	22246041,22255170,22275318	22246338,22255294,22275584	nan	FGF9	nan	nan	0,0,0
1024	CDK8;NM_001260.3	13	+	26828768	26978228	26828768	26978228	13	26828768,26911693,26923198,26927866,26956940,26959337,26967493,26970411,26971279,26974579,26975395,26975592,26978082	26828916,26911789,26923329,26928027,26957018,26959489,26967657,26970501,26971372,26974697,26975494,26975771,26978228	nan	CDK8	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0
2322	FLT3;NM_004119.3	13	-	28578178	28674657	28578178	28674657	24	28578178,28588578,28589283,28589716,28592593,28597476,28598987,28601214,28602304,28608013,28608208,28608427,28609621,28610061,28611311,28622401,28623510,28623761,28624221,28626671,28631473,28635993,28644617,28674594	28578321,28588704,28589403,28589848,28592736,28597624,28599090,28601388,28602435,28608138,28608361,28608554,28609820,28610190,28611435,28622590,28623684,28623921,28624369,28626821,28631609,28636216,28644759,28674657	nan	FLT3	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2321	FLT1;NM_002019.4	13	-	28877293	29068990	28877293	29068990	30	28877293,28880804,28882969,28885716,28886119,28891624,28893549,28895589,28896388,28896916,28901588,28903741,28908151,28913294,28919571,28931680,28959011,28963922,28971086,28979906,29001285,29001878,29004176,29005262,29007945,29008184,29012347,29041029,29041647,29068906	28877515,28880919,28883074,28885879,28886245,28891744,28893681,28895732,28896506,28897093,28901697,28903875,28908276,28913447,28919698,28931832,28959178,28964251,28971215,28980041,29001465,29002068,29004314,29005457,29008102,29008367,29012492,29041276,29041764,29068990	nan	FLT1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675	BRCA2;NM_000059.4	13	+	32890587	32972917	32890587	32972917	26	32890587,32893203,32899202,32900227,32900368,32900625,32903569,32905045,32906398,32910391,32918684,32920953,32928987,32930554,32931868,32936649,32937305,32944528,32945082,32950796,32953443,32953876,32954133,32968815,32971024,32972288	32890674,32893472,32899331,32900297,32900429,32900760,32903639,32905177,32907534,32915343,32918800,32921043,32929435,32930756,32932076,32936840,32937680,32944704,32945247,32950938,32953662,32954060,32954292,32969080,32971191,32972917	nan	BRCA2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308	FOXO1;NM_002015.4	13	-	41133649	41240359	41133649	41240359	2	41133649,41239709	41135007,41240359	nan	FOXO1	nan	nan	0,0
5925	RB1;NM_000321.3	13	+	48878038	49054217	48878038	49054217	27	48878038,48881405,48916724,48919205,48921950,48923081,48934142,48936940,48939019,48941619,48942652,48947530,48951043,48953719,48954178,48954290,48955372,49027118,49030329,49033813,49037856,49039123,49039330,49047485,49050826,49051480,49054123	48878195,48881552,48916860,48919345,48922009,48923169,48934273,48937103,48939117,48941749,48942750,48947638,48951180,48953796,48954230,48954387,48955589,49027257,49030495,49033979,49037981,49039257,49039514,49047536,49050989,49051550,49054217	nan	RB1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22894	DIS3;NM_014953.5	13	-	73333922	73355980	73333922	73355980	21	73333922,73334656,73335490,73335773,73336050,73337578,73340099,73342912,73345031,73345208,73345922,73346286,73346820,73347811,73348073,73349338,73350052,73351547,73352314,73354973,73355732	73334026,73334799,73335669,73335962,73336285,73337755,73340206,73343060,73345136,73345293,73346044,73346423,73346987,73347969,73348207,73349523,73350240,73351641,73352528,73355151,73355980	nan	DIS3	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2259	FGF14;NM_004115.4	13	-	102375170	102569005	102375170	102569005	5	102375170,102378951,102521064,102527525,102568792	102375327,102379170,102521188,102527656,102569005	nan	FGF14	nan	nan	0,0,0,0,0
2073	ERCC5;NM_000123.4	13	+	103498606	103528263	103498606	103528263	15	103498606,103504457,103506096,103506627,103508391,103510614,103513846,103514369,103518006,103518601,103518971,103520452,103524537,103525598,103527646	103498714,103504653,103506232,103506734,103508472,103510778,103514074,103515463,103518271,103518741,103519205,103520617,103524758,103525703,103528263	nan	ERCC5	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8660	IRS2;NM_003749.3	13	-	110408640	110438410	110408640	110438410	2	110408640,110434378	110408665,110438410	nan	IRS2	nan	nan	0,0
3916	LAMP1;NM_005561.4	13	+	113951739	113976746	113951739	113976746	9	113951739,113960789,113963947,113965013,113973773,113974649,113975708,113975861,113976586	113951820,113960931,113964187,113965192,113973981,113974795,113975795,113976052,113976746	nan	LAMP1	nan	nan	0,0,0,0,0,0,0,0,0
599	BCL2L2;NM_004050.5	14	+	23776966	23778184	23776966	23778184	2	23776966,23778014	23777418,23778184	nan	BCL2L2	nan	nan	0,0
4792	NFKBIA;NM_020529.3	14	-	35871208	35873860	35871208	35873860	6	35871208,35871589,35871966,35872345,35872885,35873613	35871276,35871879,35872075,35872576,35873014,35873860	nan	NFKBIA	nan	nan	0,0,0,0,0,0
7080	NKX2-1;NM_001079668.3	14	-	36986472	36989344	36986472	36989344	3	36986472,36988179,36989247	36987235,36988585,36989344	nan	NKX2-1	nan	nan	0,0,0
3169	FOXA1;NM_004496.5	14	-	38060559	38064187	38060559	38064187	2	38060559,38064095	38061926,38064187	nan	FOXA1	nan	nan	0,0
4149	MAX;NM_002382.5	14	-	65543183	65569067	65543183	65569067	5	65543183,65544620,65560415,65568253,65569011	65543391,65544764,65560543,65568300,65569067	nan	MAX	nan	nan	0,0,0,0,0
5890	RAD51B;NM_133510.4	14	+	68290250	68944391	68290250	68944391	10	68290250,68292170,68301786,68331709,68352575,68353727,68758590,68878130,68934878,68944354	68290354,68292304,68301923,68331866,68352715,68353931,68758707,68878254,68934977,68944391	nan	RAD51B	nan	nan	0,0,0,0,0,0,0,0,0,0
7253	TSHR;NM_000369.5	14	+	81422014	81610707	81422014	81610707	10	81422014,81528481,81534587,81554287,81557402,81558864,81562972,81574708,81606012,81609273	81422204,81528573,81534682,81554382,81557497,81558962,81563061,81574806,81606221,81610707	nan	TSHR	nan	nan	0,0,0,0,0,0,0,0,0,0
23405	DICER1;NM_177438.3	14	-	95556824	95599805	95556824	95599805	26	95556824,95557360,95557529,95560214,95562151,95566106,95569672,95571397,95572004,95572367,95573934,95574206,95574650,95577643,95578498,95579418,95581993,95582779,95583948,95590522,95592906,95595798,95596384,95597835,95598841,95599641	95557010,95557456,95557712,95560503,95563060,95566282,95570473,95571593,95572130,95572570,95574108,95574440,95574850,95577803,95578594,95579571,95582168,95583042,95584101,95591015,95593095,95595979,95596539,95597986,95599024,95599805	nan	DICER1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3320	HSP90AA1;NM_005348.4	14	-	102548038	102552725	102548038	102552725	10	102548038,102548437,102549360,102549872,102550119,102550725,102551007,102551624,102552084,102552543	102548168,102548791,102549649,102550040,102550330,102550911,102551345,102551778,102552471,102552725	nan	HSP90AA1	nan	nan	0,0,0,0,0,0,0,0,0,0
207	AKT1;NM_001382430.1	14	-	105236667	105258990	105236667	105258990	13	105236667,105237071,105238691,105239204,105239577,105239781,105240238,105241264,105241402,105241978,105242985,105246414,105258924	105236767,105237194,105238799,105239439,105239726,105239927,105240327,105241350,105241554,105242146,105243117,105246563,105258990	nan	AKT1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0
26585	GREM1;NM_013372.7	15	+	33022881	33023456	33022881	33023456	1	33022881	33023456	nan	GREM1	nan	nan	0
256646	NUTM1;NM_001284292.2	15	+	34635887	34649702	34635887	34649702	8	34635887,34638132,34640159,34642894,34645926,34646636,34647211,34647678	34635913,34638246,34640888,34643043,34646083,34646943,34647348,34649702	nan	NUTM1	nan	nan	0,0,0,0,0,0,0,0
5888	RAD51;NM_002875.5	15	+	40990946	41023386	40990946	41023386	9	40990946,40993251,40998364,41001212,41010992,41020898,41021692,41022040,41023242	40991053,40993409,40998502,41001324,41011107,41021032,41021842,41022182,41023386	nan	RAD51	nan	nan	0,0,0,0,0,0,0,0,0
23269	MGA;NM_001164273.1	15	+	41961082	42059488	41961082	42059488	23	41961082,41988262,41991050,41991251,41999915,42000291,42002878,42005338,42019367,42021351,42026709,42028368,42032240,42034733,42040824,42041298,42046624,42049975,42052510,42053926,42054316,42057073,42058191	41962166,41989231,41991149,41991367,42000067,42000416,42003557,42005704,42019614,42021557,42026802,42028906,42032411,42035380,42041135,42042823,42046775,42050047,42052737,42054058,42054570,42057270,42059488	nan	MGA	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567	B2M;NM_004048.4	15	+	45003734	45008550	45003734	45008550	3	45003734,45007610,45008516	45003821,45007909,45008550	nan	B2M	nan	nan	0,0,0
2252	FGF7;NM_002009.4	15	+	49716484	49776711	49716484	49776711	3	49716484,49775337,49776496	49716790,49775461,49776711	nan	FGF7	nan	nan	0,0,0
5604	MAP2K1;NM_002755.4	15	+	66679675	66782963	66679675	66782963	11	66679675,66727354,66729073,66735607,66736983,66774082,66777317,66779555,66781542,66782045,66782829	66679775,66727585,66729240,66735705,66737055,66774227,66777539,66779640,66781624,66782111,66782963	nan	MAP2K1	nan	nan	0,0,0,0,0,0,0,0,0,0,0
4088	SMAD3;NM_005902.4	15	+	67358482	67482884	67358482	67482884	9	67358482,67457222,67457580,67459106,67462881,67473568,67477054,67479692,67482740	67358708,67457436,67457732,67459201,67462952,67473801,67477212,67479857,67482884	nan	SMAD3	nan	nan	0,0,0,0,0,0,0,0,0
80381	CD276;NM_001024736.2	15	+	73991970	74005307	73991970	74005307	9	73991970,73994585,73995102,73995989,73996506,74000669,74001978,74003465,74005264	73992069,73994944,73995437,73996348,73996823,74000824,74002040,74003521,74005307	nan	CD276	nan	nan	0,0,0,0,0,0,0,0,0
4916	NTRK3;NM_001012338.2	15	-	88420155	88799394	88420155	88799394	18	88420155,88423490,88428914,88472411,88476232,88483843,88576077,88669491,88670382,88671931,88678321,88679119,88679687,88680624,88690555,88726638,88727445,88799126	88420361,88423669,88428976,88472675,88476425,88483994,88576286,88669614,88670467,88671975,88678638,88679281,88679850,88680802,88690644,88726730,88727540,88799394	nan	NTRK3	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55215	FANCI;NM_001113378.2	15	+	89790868	89859700	89790868	89859700	37	89790868,89801924,89803933,89804805,89805041,89806639,89807123,89807742,89811619,89816597,89817388,89819931,89821907,89824390,89824985,89826356,89828316,89833433,89834833,89835908,89836162,89837053,89838135,89843020,89843520,89844546,89847084,89848335,89848561,89848825,89849227,89850696,89850833,89856124,89857832,89858502,89859617	89790972,89802017,89804084,89804982,89805119,89806701,89807267,89807848,89811766,89816710,89817545,89820132,89822015,89824541,89825076,89826491,89828459,89833522,89834955,89836105,89836304,89837238,89838335,89843207,89843626,89844683,89847156,89848483,89848650,89848939,89849435,89850770,89850913,89856213,89857948,89858630,89859700	nan	FANCI	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3418	IDH2;NM_002168.4	15	-	90627487	90645632	90627487	90645632	11	90627487,90628037,90628222,90628496,90630333,90630660,90631580,90631808,90633700,90634774,90645497	90627595,90628150,90628340,90628629,90630505,90630817,90631744,90631989,90633886,90634886,90645632	nan	IDH2	nan	nan	0,0,0,0,0,0,0,0,0,0,0
641	BLM;NM_000057.4	15	+	91290612	91358519	91290612	91358519	21	91290612,91292586,91295006,91298030,91303366,91303813,91306185,91308515,91310129,91312352,91312657,91326041,91328140,91333868,91337386,91341409,91346740,91347386,91352356,91354424,91358321	91290730,91293307,91295186,91298178,91303519,91304495,91306397,91308654,91310263,91312471,91312826,91326168,91328321,91334084,91337597,91341577,91346960,91347599,91352499,91354646,91358519	nan	BLM	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106	CHD2;NM_001271.4	15	+	93444457	93567945	93444457	93567945	38	93444457,93467540,93470463,93472249,93480737,93482797,93485041,93486062,93487634,93489040,93489257,93492171,93496576,93498642,93499678,93510544,93514984,93515484,93518098,93521453,93522354,93524034,93524584,93527549,93528717,93534695,93536078,93540176,93540472,93541718,93543731,93545396,93547836,93552364,93555564,93557915,93563231,93567591	93444539,93467792,93470570,93472331,93480865,93482958,93485195,93486308,93487755,93489105,93489456,93492316,93496813,93498752,93499889,93510753,93515167,93515657,93518190,93521623,93522523,93524151,93524697,93527740,93528913,93534757,93536238,93540335,93540643,93541861,93543880,93545557,93547991,93552563,93555684,93558149,93563498,93567945	nan	CHD2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3480	IGF1R;NM_000875.5	15	+	99192800	99500681	99192800	99500681	21	99192800,99250780,99434543,99439975,99442695,99451903,99454533,99456262,99459182,99459890,99465366,99467094,99467743,99472776,99473453,99478042,99478534,99482419,99486141,99491792,99500279	99192914,99251346,99434876,99440144,99442860,99452138,99454680,99456521,99459370,99460115,99465670,99467251,99467923,99472899,99473544,99478292,99478665,99482599,99486291,99491947,99500681	nan	IGF1R	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8312	AXIN1;NM_003502.4	16	-	338111	397035	338111	397035	10	338111,339429,341179,343477,347045,347711,354293,359962,364532,396137	338258,339617,341307,343728,347236,348261,354451,360079,364693,397035	nan	AXIN1	nan	nan	0,0,0,0,0,0,0,0,0,0
7249	TSC2;NM_000548.5	16	+	2098606	2138621	2098606	2138621	41	2098606,2100390,2103332,2104286,2105392,2106186,2106634,2107095,2108737,2110660,2111861,2112487,2112962,2114262,2115509,2120446,2121500,2121774,2122231,2122839,2124190,2125789,2126058,2126481,2127588,2129022,2129266,2129547,2130155,2131585,2132426,2133685,2134218,2134941,2135220,2136183,2136722,2137853,2138038,2138217,2138436	2098764,2100497,2103463,2104451,2105530,2106255,2106780,2107189,2108884,2110824,2112019,2112611,2113064,2114438,2115646,2120589,2121627,2121945,2122374,2122994,2124400,2125903,2126181,2126596,2127737,2129207,2129439,2129680,2130388,2131809,2132515,2133827,2134726,2135037,2135333,2136390,2136882,2137952,2138150,2138336,2138621	nan	TSC2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84231	TRAF7;NM_032271.3	16	+	2213911	2226585	2213911	2226585	20	2213911,2215869,2218067,2220604,2221254,2221562,2222181,2222455,2223172,2223471,2223778,2223911,2224241,2225101,2225291,2225490,2225824,2226039,2226255,2226550	2214012,2215947,2218179,2220741,2221367,2221616,2222385,2222610,2223410,2223565,2223847,2224059,2224344,2225161,2225428,2225633,2225964,2226191,2226395,2226585	nan	TRAF7	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5170	PDPK1;NM_002613.5	16	+	2588103	2647778	2588103	2647778	14	2588103,2607693,2611470,2611761,2615543,2616346,2627415,2631285,2631597,2633402,2636666,2645783,2647113,2647641	2588147,2607974,2611533,2611919,2615708,2616464,2627511,2631374,2631714,2633596,2636904,2645861,2647286,2647778	nan	PDPK1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0
84464	SLX4;NM_032444.4	16	-	3632332	3658975	3632332	3658975	14	3632332,3633087,3634759,3638992,3642689,3644443,3645595,3646143,3647369,3647787,3650969,3652108,3656464,3658420	3632704,3633521,3634882,3641321,3642876,3644610,3645704,3646404,3647706,3648010,3651202,3652318,3656709,3658975	nan	SLX4	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0
1387	CREBBP;NM_004380.3	16	-	3777708	3929927	3777708	3929927	31	3777708,3781182,3781766,3786026,3786640,3788549,3789568,3790389,3794884,3795267,3799617,3801716,3807278,3807799,3808844,3817710,3819164,3820560,3823741,3824559,3827603,3828001,3828690,3830722,3831194,3832674,3841971,3843376,3860593,3900287,3929822	3779885,3781484,3781948,3786214,3786826,3788683,3789735,3790560,3794972,3795365,3799694,3801817,3807387,3808059,3808983,3817920,3819364,3820997,3823941,3824704,3827668,3828193,3828828,3830889,3831317,3832937,3842105,3843637,3860790,3901020,3929927	nan	CREBBP	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2903	GRIN2A;NM_001134407.3	16	-	9856995	10274278	9856995	10274278	12	9856995,9862697,9892123,9916110,9923269,9927951,9934493,9934782,9943602,9984832,10031805,10273844	9858815,9862956,9892331,9916291,9923519,9928097,9934667,9934971,9943828,9984967,10032418,10274278	nan	GRIN2A	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
8651	SOCS1;NM_003745.1	16	-	11348689	11349345	11348689	11349345	1	11348689	11349345	nan	SOCS1	nan	nan	0
2072	ERCC4;NM_005236.3	16	+	14014012	14042214	14014012	14042214	11	14014012,14015877,14020407,14021874,14024556,14026003,14028038,14028992,14031612,14038569,14041460	14014239,14016078,14020623,14022102,14024757,14026152,14028169,14029610,14031725,14038702,14042214	nan	ERCC4	nan	nan	0,0,0,0,0,0,0,0,0,0,0
79728	PALB2;NM_024675.4	16	-	23614769	23652488	23614769	23652488	13	23614769,23619174,23625314,23632672,23634279,23635319,23637546,23640514,23640950,23646172,23649160,23649380,23652420	23615000,23619343,23625422,23632809,23634461,23635425,23637728,23640606,23641800,23647665,23649283,23649460,23652488	nan	PALB2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0
5595	MAPK3;NM_002746.3	16	-	30127978	30134540	30127978	30134540	8	30127978,30128204,30128464,30128980,30129357,30129659,30133134,30134350	30128121,30128334,30128616,30129115,30129494,30129869,30133337,30134540	nan	MAPK3	nan	nan	0,0,0,0,0,0,0,0
5652	PRSS8;NM_002773.5	16	-	31143319	31146829	31143319	31146829	6	31143319,31143739,31143992,31144536,31146464,31146724	31143666,31143926,31144284,31144719,31146502,31146829	nan	PRSS8	nan	nan	0,0,0,0,0,0
1540	CYLD;NM_001378743.1	16	+	50783599	50830429	50783599	50830429	17	50783599,50785504,50788219,50788361,50810075,50811725,50813565,50815146,50816225,50818229,50820755,50821686,50825458,50826497,50827446,50828112,50830224	50784123,50785827,50788345,50788386,50810198,50811862,50813965,50815332,50816387,50818372,50820867,50821773,50825611,50826626,50827585,50828349,50830429	nan	CYLD	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9688	NUP93;NM_014669.5	16	+	56782149	56878531	56782149	56878531	21	56782149,56792439,56832377,56839405,56852565,56855405,56857608,56862878,56864429,56865743,56866196,56867116,56868029,56868271,56868635,56870502,56871509,56872853,56873422,56875606,56878400	56782348,56792577,56832460,56839554,56852660,56855515,56857768,56863031,56864607,56865929,56866310,56867328,56868176,56868364,56868700,56870639,56871648,56872991,56873526,56875755,56878531	nan	NUP93	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
